name,latitude,longitude,rating,no_of_reviews,delivery_options,promotion,post_code,suburb,road,delivery_cost_winsorized,sun,mon,tue,wed,thu,fri,sat,delivery_time_winsorized
simple burger inc,1.364986,103.86521736482042,4.4,602.0,1,1,556679,Serangoon,Farleigh Avenue,16.6,1,1,1,1,1,1,1,29.0
plonk,1.36524199,103.86556333333334,4.3,124.0,1,1,556679,Serangoon,Maju Avenue,15.3,1,1,1,1,1,1,1,28.0
happy daze,1.3653524,103.8655692,2.5,2.0,1,0,556679,Serangoon,Maju Avenue,15.0,1,1,1,1,1,1,1,27.0
castel italiano,1.370826,103.8569918,4.3,405.0,1,1,560555,Ang Mo Kio,Ang Mo Kio Avenue 10,15.1,1,0,1,1,1,1,1,30.0
buddy hoagies cafe & grill,1.3592571149518449,103.88511099882447,4.4,135.0,1,1,530208,Hougang,Hougang Street 21,13.8,1,1,1,1,1,1,1,31.0
for the people,1.3112707,103.8610028,5.0,6.0,1,0,209186,Kallang,Hamilton Road,5.8,1,1,1,1,1,1,1,31.0
two blur guys,1.313315146955205,103.8598128807152,4.2,258.0,1,0,209001,Kallang,Jalan Besar,5.7,1,1,1,1,1,1,1,24.0
lorong 25a geylang food loft mix & match - beta,1.3153286,103.88307435,3.4,5.0,1,0,388250,Geylang,Lorong 25A Geylang,4.9,1,1,1,1,1,1,1,24.0
hougang street 11 foodhub,1.3518792284996912,103.8798989595535,5.0,3.0,1,0,531159,Hougang,Hougang Street 11,14.5,1,1,1,1,1,1,1,34.0
kaye peri peri grille pasta,1.3685306700261146,103.8722778,3.2,12.0,3,1,555891,Serangoon,Serangoon North Avenue 1,15.2,1,1,1,1,1,1,1,33.0
uncle bobby's,1.3136604,103.8838704,5.0,0.0,1,0,389447,Geylang,Geylang Road,7.0,1,1,1,1,1,1,1,24.0
cafe hobo,1.3550070124425933,103.88791366631578,5.0,4.0,1,0,530121,Hougang,Jalan Pelikat,12.6,1,0,0,0,0,0,0,29.0
froz bakery cafe,1.3663714569216892,103.8551538,4.3,259.0,1,1,560443,Ang Mo Kio,Ang Mo Kio Avenue 10,3.3,1,1,1,1,1,1,1,26.0
the coffee bean & tea leaf,1.3504039,103.87271676877351,4.6,1345.0,1,1,556083,Serangoon,Serangoon Central,4.7,1,1,1,1,1,1,1,24.0
burger king,1.359693125,103.88532605,3.8,677.0,3,1,534799,Hougang,Upper Serangoon Road,12.7,1,1,1,1,1,1,1,31.0
wado dining,1.354955600276061,103.88793495345575,5.0,1.0,1,0,530121,Hougang,Jalan Pelikat,12.6,1,0,1,1,1,1,1,28.0
udders,1.3597401,103.8884731,4.8,533.0,1,1,530211,Hougang,Hougang Avenue 1,3.3,1,1,1,1,1,1,1,24.0
west grill station,1.3544245238095238,103.87029175,4.0,271.0,1,1,550253,Serangoon,Serangoon Avenue 3,3.3,1,1,1,1,1,1,1,25.0
d'sapori,1.3098081,103.8785866,3.9,16.0,1,0,399007,Geylang,Lorong 12 Geylang,6.8,1,0,1,1,1,1,1,24.0
proofer bakery & pizzeria,1.3594654,103.8854023125,4.3,78.0,1,0,534799,Hougang,Upper Serangoon Road,14.3,1,1,1,1,1,1,1,30.0
wawa seafood,1.36146799,103.88727857740956,4.6,257.0,1,1,534711,Hougang,Upper Serangoon Road,13.0,1,0,1,1,1,1,1,29.0
my way fusion kitchen,1.354943,103.887911,4.3,5.0,1,1,530121,Hougang,Jalan Pelikat,12.6,0,1,1,1,1,1,1,26.0
auntie anne's soft pretzels,1.3507922273245612,103.87261384283909,4.6,133.0,3,1,556083,Serangoon,Serangoon Central,11.0,1,1,1,1,1,1,1,30.0
starbucks,1.3287470250000002,103.77587166666666,4.4,167.0,3,1,599491,Bukit Timah,Clementi Road,19.6,0,1,1,1,1,1,0,25.0
two bakers,1.3529471,103.87645321,4.4,163.0,1,1,545521,Hougang,杨厝港路,12.8,1,1,1,1,1,1,1,29.0
knuckles bistro,1.359522,103.888096,5.0,0.0,1,0,520212,Hougang,Hougang Street 21,12.6,1,1,1,1,1,1,1,29.0
breakfast club,1.3613895,103.88600666666667,4.5,72.0,1,1,534709,Hougang,Simon Road,13.3,1,1,1,1,1,1,1,29.0
all bout chicken,1.3642926,103.86646455,4.4,1311.0,1,0,557269,Serangoon,Kensington Park Road,5.0,1,1,1,1,1,1,1,29.0
pizza hut,1.3619843,103.8855866,4.0,136.0,1,1,545904,Hougang,no road,12.5,1,1,1,1,1,1,1,24.0
juparo coffee,1.3310205,103.8677872,5.0,6.0,1,0,347697,Toa Payoh,Upper Serangoon Road,8.3,1,0,1,1,1,1,1,25.0
the flying pan,1.365524,103.88956,2.1,14.0,1,0,530703,Hougang,Hougang Avenue 2,18.3,1,1,1,0,1,1,1,31.0
arnold's fried chicken,1.3486144715207615,103.93587532824417,4.5,4831.0,3,1,529705,Tampines,Tampines Avenue 3,15.7,1,1,1,1,1,1,1,31.0
fusion express,1.3516932023647352,103.93673468471688,4.9,73.0,1,1,528842,Tampines,Tampines Street 82,15.5,1,1,1,1,1,1,1,27.0
indulge,1.3695184689564144,103.87226145085911,4.3,3759.0,1,1,550152,Serangoon,Serangoon North Avenue 1,15.5,1,1,1,1,1,1,1,27.0
gopizza,1.3703426305167312,103.89489639286046,4.3,71.0,1,0,530851,Hougang,Hougang Central,14.4,1,1,1,1,1,1,1,30.0
pasta loft,1.3701952,103.89496985,4.3,47.0,1,1,530362,Hougang,Upper Serangoon Road,14.6,1,1,0,1,1,1,1,30.0
hot tomato,1.3500313942422937,103.87319941989232,4.3,525.0,1,1,556083,Serangoon,Serangoon Central,3.3,1,1,1,1,1,1,1,35.0
west grill station,1.34997532,103.933393,4.0,692.0,1,1,521827,Tampines,Tampines Avenue 3,3.3,1,1,1,1,1,1,1,24.0
kain seng food,1.3601767,103.9343409,3.9,23.0,1,1,520742,Tampines,Tampines Street 72,15.7,1,1,1,1,1,1,1,25.0
burger king,1.3501865863800049,103.8730484843254,3.7,3144.0,3,1,556083,Serangoon,Serangoon Central,9.8,1,1,1,1,1,1,1,28.0
chick n' grains,1.365550295959204,103.93200118194136,1.3,4.0,1,1,528553,Tampines,Tampines North Drive 4,5.0,1,1,1,1,1,1,1,54.0
pasta guru,1.365554,103.932001,4.0,2.0,1,1,528553,Tampines,Tampines North Drive 4,5.0,1,0,1,1,1,1,1,70.0
jollibee,1.3657217025756834,103.93199389340488,4.0,2311.0,1,1,528553,Tampines,Tampines North Drive 4,16.2,1,1,1,1,1,1,1,33.0
lemon & herbs rotisserie,1.3656870996364605,103.9320850634994,4.4,41.0,1,1,528553,Tampines,Tampines North Drive 4,16.1,1,1,1,1,1,1,1,33.0
pizzaboy,1.3657305625,103.93201845,4.0,25.0,1,0,528553,Tampines,Tampines North Drive 4,16.2,1,1,1,1,1,1,1,24.0
subway,1.3342279,103.8894285,4.4,591.0,3,1,534013,Hougang,Tai Seng Street,3.3,0,1,1,1,1,1,1,28.0
buttrmilk,1.365735,103.9320222,4.0,4.0,1,0,528553,Tampines,Tampines North Drive 4,16.2,1,1,1,1,1,1,1,24.0
pizza hut,1.3459682,103.9439743,4.1,395.0,1,1,521139,Tampines,Tampines Street 11,16.8,1,1,1,1,1,1,1,28.0
subway,1.33426716,103.96249672,4.4,331.0,1,1,486038,Tampines,Expo Drive,3.3,1,1,1,1,1,1,1,24.0
domino's,1.3457672440688555,103.93813004202303,4.6,1252.0,3,0,529683,Tampines,Tampines Avenue 4,4.5,1,1,1,1,1,1,1,65.0
the coffee bean & tea leaf,1.3504104,103.84825370566386,4.5,832.0,1,1,579837,Bishan,Bishan Place,6.0,1,1,1,1,1,1,1,31.0
eatz 19 express,1.354017873211987,103.94029307766044,4.9,8.0,1,1,528523,Tampines,Our Tampines Hub,16.1,1,1,1,1,1,1,1,33.0
panini italiani by da paolo,1.3657299923714714,103.9319901,4.4,37.0,3,1,528553,Tampines,Tampines North Drive 4,16.6,1,1,1,1,1,1,1,33.0
the black hole delivers,1.353255359726638,103.94034509729796,4.2,17.0,1,0,528523,Tampines,Our Tampines Hub,16.6,1,1,1,1,1,1,1,34.0
thirteenth griller,1.365744375116899,103.93200593333336,3.0,3.0,1,1,528553,Tampines,Tampines North Drive 4,5.0,1,0,1,1,1,1,1,70.0
p & j western food,1.3537133,103.9397578,4.3,20.0,1,1,529684,Tampines,Tampines Avenue 4,16.2,1,1,1,1,1,1,1,30.0
char grill bar,1.35742314,103.8442822,4.3,138.0,1,1,573908,Bishan,Bishan Street 24,14.2,1,1,1,1,1,1,1,29.0
toko burgers and cheesesteaks,1.3536069959825554,103.94034066666669,4.5,896.0,1,1,529684,Tampines,Tampines Avenue 4,16.2,1,1,1,1,1,1,1,32.0
mr doner kebab,1.3534619407475954,103.9406148,4.2,872.0,1,1,529684,Tampines,Tampines Avenue 4,16.0,1,1,1,1,1,1,1,33.0
play nation food,1.3533693320316111,103.94064870301936,4.2,6.0,1,0,529684,Tampines,Tampines Avenue 4,16.3,1,1,1,1,1,1,1,34.0
rocky master,1.355603,103.94162546365985,4.4,121.0,1,1,529542,Tampines,Tampines Concourse,16.4,1,1,1,1,1,1,1,30.0
saizeriya,1.3542762148274647,103.94490044574042,4.4,1368.0,1,1,529536,Tampines,Tampines Central 1,16.2,1,1,1,1,1,1,1,33.0
eighteen chefs,1.3536858,103.9410533477589,4.0,0.0,1,1,529684,Tampines,Tampines Avenue 4,16.1,1,1,1,1,1,1,1,33.0
proofer bakery & pizzeria,1.3692838359307578,103.8488298,3.8,50.0,1,0,569933,Ang Mo Kio,Ang Mo Kio Bus Interchange,14.6,1,1,1,1,1,1,1,35.0
kfc,1.3523969,103.94417238235472,4.3,3362.0,3,1,529509,Tampines,Tampines Central 5,17.2,1,1,1,1,1,1,1,28.0
burger king,1.352042601559134,103.9447282554258,4.2,3948.0,3,1,529509,Tampines,Tampines Central 5,17.1,1,1,1,1,1,1,1,29.0
the soup spoon,1.3521865,103.9448694,4.3,1390.0,3,0,529509,Tampines,Tampines Central 5,3.3,1,1,1,1,1,1,1,34.0
mix & match malls (food),1.35950268,103.88526739315992,4.4,92.0,1,1,534799,Hougang,Upper Serangoon Road,13.5,1,1,1,1,1,1,1,30.0
professor brawn cafe,1.35899255,103.854347,4.7,83.0,1,0,569629,Ang Mo Kio,Ang Mo Kio Avenue 10,15.1,0,1,1,1,1,1,1,32.0
pizza hut,1.35243222,103.9450017,4.3,1655.0,1,1,529509,Tampines,Tampines Central 5,17.5,1,1,1,1,1,1,1,33.0
wester,1.354212,103.9450352,4.1,17.0,1,0,520508,Tampines,Tampines Central 1,17.7,1,0,0,0,1,1,1,38.0
fish & co.,1.3541109767865398,103.9452143316459,4.5,764.0,1,1,529536,Tampines,Tampines Central 1,17.2,1,1,1,1,1,1,1,33.0
domino's,1.361425749,103.8861454,4.3,1165.0,3,0,534711,Hougang,Upper Serangoon Road,4.5,1,1,1,1,1,1,1,65.0
lola's cafe,1.3615927,103.8858949,4.6,2893.0,1,1,545893,Hougang,Simon Road,12.6,1,1,1,1,1,1,1,25.0
the tipsy cow,1.3602822449314982,103.85978857,3.6,41.0,3,1,567730,Serangoon,Burghley Drive,14.2,1,0,1,1,1,1,1,36.0
a1 family ayam goreng & western food,1.3606779,103.95313166666668,4.6,422.0,1,1,520476,Tampines,Tampines Street 44,18.0,1,1,1,1,1,1,1,28.0
rasa sayang,1.3584472,103.94688337687016,4.1,26.0,1,1,520417,Tampines,Tampines Street 41,17.3,1,1,1,1,1,1,1,26.0
istanbul seafood restaurant,1.3607814,103.9532696,4.5,667.0,1,1,520476,Tampines,Tampines Street 44,17.6,1,1,0,1,1,1,1,27.0
subway,1.34866495,103.9354452,4.2,1455.0,3,1,529705,Tampines,Tampines Avenue 3,3.3,1,1,1,1,1,1,1,24.0
ice edge cafe,1.362100537871172,103.8852658913848,4.4,885.0,1,1,545904,Hougang,Simon Road,12.8,1,1,1,1,1,1,1,27.0
collin's restaurant,1.3607318770260524,103.9531751131426,4.4,5454.0,1,1,520476,Tampines,Tampines Street 44,3.3,1,1,1,1,1,1,1,32.0
fatty bom bom,1.3630195,103.95595833333334,4.4,3036.0,1,1,520494,Tampines,Tampines Street 45,17.9,1,1,1,1,1,1,1,29.0
domino's,1.359062,103.954849,4.5,1655.0,3,0,520466,Tampines,Tampines Street 44,4.5,1,1,1,1,1,1,1,65.0
overly cheezy pizzeria,1.365687452100541,103.89477782725912,3.8,42.0,1,0,532376,Hougang,Hai Sing Crescent,14.2,1,1,1,1,1,1,1,58.0
triio's corner,1.36711685,103.896842,4.4,134.0,1,1,530322,Hougang,Hougang Avenue 5,14.8,1,1,1,1,1,1,1,28.0
pizza hut,1.354487,103.96033881236212,3.9,280.0,1,1,520332,Tampines,Tampines Street 34,18.6,1,1,1,1,1,1,1,24.0
top corner western food,1.3662973214610008,103.9644862,4.2,518.0,1,1,510259,Pasir Ris,Pasir Ris Street 21,19.1,1,1,1,1,1,1,1,31.0
soon western food ayam goreng,1.3764907,103.77040809362926,4.4,327.0,1,1,678295,Bukit Panjang,Pending Road,16.7,1,1,1,1,1,1,1,24.0
golden rooster,1.3770315,103.773174,4.3,143.0,3,1,670260,Bukit Panjang,Bangkit Road,16.8,1,1,1,1,1,1,1,27.0
pasta cucina,1.36843845,103.9594205,4.4,127.0,1,1,519457,Pasir Ris,Pasir Ris Drive 4,18.4,1,1,1,1,1,1,1,28.0
amigo's,1.370049734828143,103.95743170380553,4.5,3265.0,3,1,510429,Pasir Ris,Pasir Ris Drive 6,17.7,1,1,1,1,1,1,1,30.0
bakerland western delight,1.35529845,103.9346957,4.7,155.0,1,1,521866,Tampines,Tampines Street 83,15.9,1,1,1,1,1,1,1,29.0
jack's place,1.350839557142857,103.87246713333332,4.2,84.0,1,1,556083,Serangoon,Serangoon Central,11.2,1,1,1,1,1,1,1,30.0
proofer bakery & pizzeria,1.3782797820875743,103.76333158825857,4.3,138.0,1,1,678278,Bukit Panjang,Petir Road,17.4,1,1,1,1,1,1,1,32.0
kfc,1.3501355998270412,103.87302106832414,3.9,2225.0,3,1,556083,Serangoon,Serangoon Central,9.8,1,1,1,1,1,1,1,24.0
the coffee bean & tea leaf,1.3589356,103.7676420312874,4.4,1134.0,1,1,678049,Bukit Panjang,Jalan Asas,7.5,1,1,1,1,1,1,1,24.0
fusion express,1.3788661956787107,103.77363109588622,4.4,3433.0,1,1,670256,Bukit Panjang,Bangkit Road,3.3,1,1,1,1,1,1,1,27.0
pick,1.3657251966699624,103.9320136,3.7,12.0,1,0,528553,Tampines,Tampines North Drive 4,16.2,1,1,1,1,1,1,1,24.0
da paolo pizza bar,1.3657286202247567,103.93202227267784,3.2,27.0,3,1,528553,Tampines,Tampines North Drive 4,16.4,1,1,1,1,1,1,1,35.0
torigo!,1.3783516883850095,103.76363843679428,4.6,3650.0,1,1,678278,Bukit Panjang,Petir Road,17.3,1,1,1,1,1,1,1,29.0
ministry of pasta & grill,1.3503320833333334,103.8759269,4.5,292.0,1,1,531003,Serangoon,Lorong Lew Lian,11.0,1,0,1,1,1,1,1,29.0
mix & match malls (food),1.3536343000000002,103.9404545,4.4,148.0,1,1,529684,Tampines,Tampines Avenue 4,17.3,1,1,1,1,1,1,1,35.0
gelare,1.3783159,103.7631426,3.7,105.0,1,1,678278,Bukit Panjang,Petir Road,17.4,1,1,1,1,1,1,1,30.0
wingstop flavor studio,1.3535444140434263,103.9405894,4.4,2513.0,3,1,529684,Tampines,Tampines Avenue 4,16.5,1,1,1,1,1,1,1,32.0
grill & pasta,1.3576274,103.94025172,4.2,243.0,3,1,522519,Tampines,Tampines Central 7,16.8,1,1,1,1,1,1,1,30.0
harry's,1.355728412762834,103.94172327938182,4.2,195.0,1,1,521519,Tampines,Tampines Concourse,3.3,1,1,1,1,1,1,1,31.0
chopsteaks by beans party,1.37819869375,103.76262596666666,4.1,371.0,2,1,678278,Bukit Panjang,Petir Road,19.5,1,1,1,1,1,1,1,30.0
swensen's,1.3798598,103.76427206666666,4.6,1025.0,1,1,677743,Bukit Panjang,Jelebu Road,18.0,1,1,1,1,1,1,1,30.0
subway,1.3800542,103.7641267,4.4,1696.0,1,1,677743,Bukit Panjang,Jelebu Road,3.3,1,1,1,1,1,1,1,29.0
saizeriya,1.3786093592643736,103.7624397277832,4.5,2136.0,1,1,678278,Bukit Panjang,Bukit Panjang Station Square,17.4,1,1,1,1,1,1,1,29.0
maison kayser,1.364697,103.865454,4.1,17.0,1,0,556679,Serangoon,Farleigh Avenue,12.0,1,1,1,1,1,1,1,70.0
pizza hut,1.3805428298087037,103.7640379968077,4.2,855.0,1,1,677743,Bukit Panjang,Bukit Panjang Road,17.7,1,1,1,1,1,1,1,28.0
mix & match malls (food),1.380586088250766,103.76417577819012,4.4,193.0,1,1,679910,Bukit Panjang,Bukit Panjang Road,18.1,1,1,1,1,1,1,1,24.0
jing house,1.37247555,103.93241924923078,3.9,33.0,1,1,528765,Tampines,Tampines North Drive 2,17.1,1,1,1,1,1,1,1,34.0
eighteen chefs,1.3805512,103.7640418,4.3,857.0,1,1,677743,Bukit Panjang,Bukit Panjang Road,17.3,1,1,1,1,1,1,1,29.0
the salad fork,1.3521252720614143,103.94489450139588,4.2,145.0,3,1,529509,Tampines,Tampines Central 5,3.3,1,1,1,1,1,1,1,34.0
pick,1.3808784,103.76026235,3.8,137.0,1,1,677899,Choa Chu Kang,Woodlands Road,17.7,1,1,1,1,1,1,1,27.0
proofer bakery & pizzeria,1.35412006,103.9450965090909,3.9,81.0,1,0,529536,Tampines,Tampines Central 1,16.5,1,1,1,1,1,1,1,36.0
baci baci,1.36488798,103.8702792,4.2,118.0,1,1,556200,Serangoon,Lichfield Road,19.7,1,1,1,1,1,1,1,28.0
d'pasta,1.3747389,103.7521572,3.6,164.0,1,1,680103,Choa Chu Kang,Choa Chu Kang Way,17.8,0,1,1,1,1,1,0,32.0
90's chef,1.3863995,103.7583996,4.4,292.0,1,0,670629,Bukit Panjang,Senja Road,18.9,1,1,1,1,1,1,1,27.0
qiwano cafe,1.379923682977611,103.7523584,4.6,47.0,1,0,680137,Choa Chu Kang,Teck Whye Lane,17.7,1,1,1,1,1,1,1,29.0
poke theory @ harvester,1.3773287,103.7564605,4.0,5.0,1,0,668156,Bukit Batok,Choa Chu Kang Road,18.7,1,1,1,1,1,1,1,29.0
club july,1.3944953031088103,103.75342663259296,3.7,76.0,1,0,689574,Sungei Kadut,Stagmont Ring,18.4,1,1,1,1,1,1,1,24.0
fish & chicks,1.38497910673926,103.760135443855,4.3,285.0,1,1,670626,Bukit Panjang,Senja Road,3.3,1,1,1,1,1,1,1,30.0
chef recipe,1.3580587,103.9503475,4.2,490.0,1,1,520447,Tampines,Tampines Street 42,17.6,1,1,1,1,1,1,1,28.0
yim poong kitchen,1.3944876000000002,103.75341693,3.6,38.0,1,1,689574,Sungei Kadut,Stagmont Ring,19.5,1,1,1,1,1,1,1,28.0
western food ite college west,1.3746312,103.7521346,4.5,59.0,1,1,680103,Choa Chu Kang,Choa Chu Kang Way,17.6,0,1,1,1,1,1,0,32.0
char grill bar,1.3583125390077195,103.88446552889204,4.4,97.0,3,1,530202,Hougang,Hougang Street 21,12.2,1,1,1,1,1,1,1,30.0
saizeriya,1.3594152,103.88500141491892,4.5,518.0,1,1,534799,Hougang,Upper Serangoon Road,12.6,1,1,1,1,1,1,1,31.0
burger king,1.373201,103.8374297,4.0,2103.0,3,1,569897,Ang Mo Kio,Ang Mo Kio Avenue 4,15.3,1,1,1,1,1,1,1,25.0
common grill,1.352092246645929,103.87953841298794,4.5,1424.0,1,1,531159,Hougang,Hougang Street 11,3.3,1,1,1,1,1,1,1,27.0
fatty bom bom,1.3812601471579455,103.75225149411456,4.2,115.0,1,1,680145,Choa Chu Kang,Teck Whye Lane,17.8,1,1,1,1,1,1,1,26.0
my mum's cafe,1.3549855413121146,103.8878577,4.6,35.0,1,0,530121,Hougang,Jalan Pelikat,12.8,1,0,1,1,1,1,1,25.0
cowboy charcoal grill,1.3593000833333333,103.8859653,4.3,24.0,1,0,530209,Hougang,Hougang Street 21,5.0,1,1,0,1,1,1,1,32.0
texas chicken,1.3734261169639552,103.83775583943822,3.9,134.0,3,1,560163,Ang Mo Kio,Ang Mo Kio Avenue 4,3.3,1,1,1,1,1,1,1,27.0
the grumpy bear,1.3731264895928224,103.83749241950348,3.9,105.0,2,1,569897,Ang Mo Kio,Ang Mo Kio Avenue 4,3.3,1,1,1,1,1,1,1,32.0
dining in garden,1.3746826,103.8454235,3.4,126.0,1,0,569842,Ang Mo Kio,Ang Mo Kio Avenue 6,15.1,0,1,0,0,0,0,0,29.0
collin's restaurant,1.3718299,103.84752893447876,4.3,5297.0,1,1,560721,Ang Mo Kio,Ang Mo Kio Avenue 8,3.3,1,1,1,1,1,1,1,31.0
char grill bar,1.380483,103.840974,4.4,101.0,1,1,560632,Ang Mo Kio,Ang Mo Kio Street 61,15.5,1,1,1,1,1,1,1,29.0
domino's,1.373232,103.8377,4.3,1012.0,3,0,569897,Ang Mo Kio,Mayflower Avenue,4.5,1,1,1,1,1,1,1,65.0
stickies bar,1.3835809,103.8285037,4.3,70.0,1,0,787478,Ang Mo Kio,Tagore Lane,16.6,1,1,1,1,1,1,1,28.0
the angmo food western,1.3748273,103.8451211,3.5,19.0,1,0,569878,Ang Mo Kio,Ang Mo Kio Avenue 6,14.9,0,1,1,1,1,1,0,24.0
burger king,1.3795418739318843,103.76454067230225,4.2,3147.0,3,1,677743,Bukit Panjang,Lompang Road,17.3,1,1,1,1,1,1,1,26.0
canadian pizza,1.3541811248957742,103.87872235945116,4.0,334.0,1,1,534629,Hougang,Upper Serangoon Road,3.3,1,1,1,1,1,1,1,24.0
4fingers,1.3613823366704023,103.88739299020756,4.1,1338.0,1,1,534756,Hougang,Valley Road,16.4,1,1,1,1,1,1,1,25.0
tenderbest,1.35892386,103.8915001,4.2,125.0,1,1,538882,Hougang,Jalan Hock Chye,13.7,1,1,1,1,1,1,1,24.0
offshore bar & kitchen,1.3620403964456969,103.8856051,4.5,45.0,1,1,545904,Hougang,Simon Road,14.4,1,1,1,1,1,1,1,26.0
foodcity,1.3796769,103.8416162,4.0,62.0,1,0,560632,Ang Mo Kio,Ang Mo Kio Street 61,15.8,1,1,1,1,1,1,1,35.0
wingstop,1.3782591,103.76317733526228,4.4,1541.0,3,1,678213,Bukit Panjang,Bukit Panjang Integrated Transport Hub,18.9,1,1,1,1,1,1,1,30.0
han's,1.3783179,103.7631438611111,4.4,1462.0,1,1,678278,Bukit Panjang,Petir Road,17.1,1,1,1,1,1,1,1,29.0
pizza hut,1.3708727,103.8458143,4.3,1470.0,1,1,560715,Ang Mo Kio,Ang Mo Kio Avenue 6,14.8,1,1,1,1,1,1,1,29.0
food in the woods vegetarian,1.3737211,103.8539193,4.5,162.0,1,1,560532,Ang Mo Kio,Ang Mo Kio Avenue 10,14.8,1,1,1,1,1,1,1,29.0
wilder mann,1.3979379,103.8184232,3.7,3.0,1,0,787110,Yishun,no road,18.7,1,0,1,1,1,1,1,24.0
pastamania,1.3782224,103.762971875,4.4,316.0,1,1,678213,Bukit Panjang,Bukit Panjang Station Square,3.3,1,1,1,1,1,1,1,29.0
ang mo kio foodloft mix & match,1.3719922145598389,103.84645344231234,4.3,524.0,1,0,560724,Ang Mo Kio,Ang Mo Kio Avenue 6,5.0,1,1,1,1,1,1,1,32.0
vincent western food,1.3718752974832304,103.84655682239212,4.6,76.0,1,0,560724,Ang Mo Kio,Ang Mo Kio Avenue 6,5.0,1,0,1,1,1,1,1,33.0
common grill,1.3718146,103.8475192,4.2,259.0,1,1,560721,Ang Mo Kio,Ang Mo Kio Avenue 8,3.3,1,1,1,1,1,1,1,37.0
grill werkz,1.364662,103.89026828571428,4.0,224.0,1,1,530023,Hougang,Upper Serangoon Road,16.5,1,1,1,1,1,1,1,31.0
swensen's,1.369168255,103.84802056820126,4.4,1064.0,1,1,569933,Ang Mo Kio,Ang Mo Kio Avenue 3,14.4,1,1,1,1,1,1,1,26.0
top corner western food,1.371283,103.88166456,4.0,329.0,1,1,530644,Hougang,Hougang Avenue 8,15.8,1,1,1,1,1,1,1,30.0
fish & chicks,1.3732864,103.8539169,4.2,2760.0,1,1,560531,Ang Mo Kio,Ang Mo Kio Avenue 10,3.3,1,1,1,1,1,1,1,28.0
el carbon,1.3725041846404296,103.84794312963749,4.4,910.0,1,1,560721,Ang Mo Kio,Ang Mo Kio Avenue 8,3.3,1,1,1,1,1,1,1,32.0
common folk,1.38068739,103.84637616,3.0,80.0,1,1,568046,Ang Mo Kio,Ang Mo Kio Avenue 8,15.4,1,1,1,1,1,1,1,33.0
subway,1.3446622602042029,103.93244834876292,4.3,29.0,3,1,529757,Tampines,Tampines Avenue 1,4.09,0,1,1,1,1,1,0,28.0
wing zone,1.3656013,103.9317323,4.1,34.0,1,1,528553,Tampines,Tampines North Drive 4,5.0,1,1,1,1,1,1,1,70.0
719 cafe,1.3763776811911348,103.8648374,2.8,4.0,1,0,569510,Serangoon,Ang Mo Kio Industrial Park 2,14.9,0,1,1,1,1,1,1,34.0
fatty bom bom,1.3749766666666663,103.85051077434362,4.4,697.0,1,1,560505,Ang Mo Kio,Ang Mo Kio Street 53,15.4,1,1,1,1,1,1,1,30.0
the coffee bean & tea leaf,1.3648540780846488,103.8654154,4.5,756.0,1,1,556679,Serangoon,Farleigh Avenue,5.0,1,1,1,1,1,1,1,25.0
khao pho,1.3656634,103.9320433,3.0,7.0,1,0,528553,Tampines,Tampines North Drive 4,16.2,1,1,1,1,1,1,1,32.0
da paolo pasta bar,1.3657043419339192,103.93200666666668,3.9,15.0,3,1,528553,Tampines,Tampines North Drive 4,16.2,1,1,1,1,1,1,1,32.0
pizza hut express,1.378216844792604,103.76267204074976,4.3,101.0,1,1,678213,Bukit Panjang,Bukit Panjang Station Square,17.0,1,1,1,1,1,1,1,26.0
western @ foodmaster,1.3755322333333333,103.872042675,4.6,714.0,1,1,554913,Serangoon,Serangoon North Avenue 5,16.1,1,1,1,1,1,1,1,27.0
west grill station,1.3721014573594066,103.847517425,4.1,388.0,1,1,560721,Ang Mo Kio,Ang Mo Kio Avenue 8,3.3,1,1,1,1,1,1,1,24.0
send noods,1.3657234,103.93202034,2.6,11.0,1,1,528553,Tampines,Tampines North Drive 4,5.0,1,1,1,1,1,1,1,70.0
kfc,1.380374775845311,103.76415236500652,4.0,3356.0,3,1,677743,Bukit Panjang,Jelebu Road,17.7,1,1,1,1,1,1,1,24.0
chicken haven,1.3766609336783375,103.8568012336246,4.6,12.0,1,0,567720,Ang Mo Kio,Ang Mo Kio Drive,15.4,0,1,1,1,1,1,0,34.0
san bistro,1.3657769,103.93250374998584,5.0,1.0,1,0,528553,Tampines,no road,16.2,0,1,0,0,0,0,0,24.0
domino's,1.370918,103.85642,4.4,802.0,3,0,560574,Ang Mo Kio,Ang Mo Kio Avenue 10,4.5,1,1,1,1,1,1,1,65.0
the pizzerian,1.35359962,103.9403874,4.4,625.0,1,1,529684,Tampines,Tampines Avenue 4,16.4,1,1,1,1,1,1,1,33.0
gustoso ristorante italiano,1.385476,103.8728939,3.5,4.0,1,0,808440,Serangoon,Jalan Selaseh,16.4,1,0,1,1,1,1,1,31.0
fm cafe,1.378843,103.85719173904762,4.0,107.0,1,0,567720,Ang Mo Kio,Ang Mo Kio Drive,15.8,0,1,1,1,1,1,0,32.0
tender fresh classic,1.3537960052490232,103.94081743333334,4.4,1647.0,1,1,529684,Tampines,Tampines Avenue 4,16.3,1,1,1,1,1,1,1,31.0
rong kee roasted delights 榮記燒腊,1.3781445492084283,103.74873571751677,4.1,228.0,1,1,681818,Choa Chu Kang,Choa Chu Kang Avenue 1,17.7,1,1,1,1,1,1,1,29.0
