name,latitude,longitude,rating,no_of_reviews,delivery_options,promotion,post_code,suburb,road,delivery_cost_winsorized,sun,mon,tue,wed,thu,fri,sat,delivery_time_winsorized
burger king,1.327195337878788,103.67885786,4.2,1513.0,3,1,629117,Pioneer,Joo Koon Bus Interchange,5.3,1,1,1,1,1,1,1,44.0
pietro ristorante italiano,1.3832475907616897,103.8760469243174,4.3,865.0,1,1,808399,Serangoon,Seletar Hills Drive,21.7,1,1,1,1,1,1,1,70.0
tenderbest,1.3415583333333334,103.6905985,4.4,726.0,3,1,640959,Jurong West,Jurong West Street 92,8.4,1,1,1,1,1,1,1,43.0
kfc,1.30202778,103.90514966,4.1,1093.0,3,1,440087,Marine Parade,Marine Parade Central,6.8,1,1,1,1,1,1,1,50.0
pizza hut,1.3402041,103.70647214,4.1,1664.0,1,1,648886,Jurong West,Jurong West Central 2,10.0,1,1,1,1,1,1,1,50.0
subway,1.32576857,103.72491335,4.6,660.0,3,1,618274,Jurong West,Yuan Ching Road,4.5,1,1,1,1,1,1,1,27.0
pizza hut,1.3258383,103.72530166666664,4.3,464.0,1,1,618274,Jurong West,Yuan Ching Road,3.6,1,1,1,1,1,1,1,35.0
kfc,1.3424298763275144,103.6927623,4.0,2124.0,3,1,649040,Jurong West,Jurong West Street 91,5.7,1,1,1,1,1,1,1,40.0
ciao bella,1.304836,103.872166,4.3,5.0,3,0,397750,Kallang,Stadium Drive,9.0,1,1,1,1,1,1,1,70.0
baba chews bar and eatery,1.3050952,103.9042987,4.2,131.0,1,1,428791,Marine Parade,East Coast Road,5.6,1,1,1,1,1,1,1,55.0
pizza maru,1.4278570052376125,103.83619832161357,4.4,891.0,1,1,769098,Yishun,Yishun Avenue 2,21.7,1,1,1,1,1,1,1,70.0
the coffee bean & tea leaf,1.3393821716308592,103.7069647014141,4.5,3410.0,1,1,648886,Jurong West,Jurong West Central 2,6.7,1,1,1,1,1,1,1,49.0
pasta express,1.3425212,103.6823415,4.7,174.0,1,1,639956,Western Water Catchment,Nanyang Avenue,20.4,0,1,1,1,1,1,1,45.0
wingstop,1.3334905036882532,103.74001548462354,4.4,1414.0,3,1,608548,Jurong East,Jurong East Central 1,7.7,1,1,1,1,1,1,1,52.0
kopi & tarts,1.3390667034551882,103.70606829979936,4.7,947.0,1,1,648886,Jurong West,Jurong West Central 2,5.2,1,1,1,1,1,1,1,53.0
katong mix & match - beta,1.305616112944989,103.90431930156387,4.0,123.0,1,0,428791,Marine Parade,East Coast Road,6.9,1,1,1,1,1,1,1,57.0
fatburger,1.3151809,103.89485222452998,4.3,598.0,1,1,437157,Geylang,Tanjong Katong Road,7.3,1,1,1,1,1,1,1,58.0
tenderfresh classic,1.32068355861806,103.74733032,4.5,546.0,3,1,600414,Jurong East,Pandan Gardens,7.6,1,1,1,1,1,1,1,40.0
king's taste,1.39244,103.8761643,3.7,398.0,1,0,790437,Seng Kang,Fernvale Road,21.7,1,1,1,1,1,1,1,70.0
cedele,1.3637113698474896,103.76466760640724,3.8,119.0,3,0,667981,Bukit Batok,Hillview Avenue,8.0,1,1,1,1,1,1,1,70.0
citrus by the pool,1.4343614,103.7795333,4.4,2614.0,1,1,738623,Woodlands,Woodlands Street 12,21.7,1,1,1,1,1,1,1,70.0
al-azhar,1.3159504437591674,103.89720287667755,4.3,329.0,1,1,424780,Geylang,Onan Road,7.0,1,1,1,1,1,1,1,70.0
country western grill,1.3473315999999995,103.7306309,4.1,70.0,1,0,600318,Jurong East,Jurong East Street 31,6.1,1,0,1,1,1,1,1,41.0
hawkerman,1.3913571113824048,103.87607259544215,4.4,2721.0,1,1,797653,Seng Kang,Sengkang West Avenue,21.7,1,1,1,1,1,1,1,70.0
rite pizza,1.3437227,103.7366521,4.5,159.0,1,1,600253,Jurong East,Jurong Town Hall Road,8.6,1,1,1,1,1,1,1,50.0
89.7 supper club,1.318807,103.89153480529784,4.5,11086.0,1,0,389731,Geylang,Paya Lebar Road,8.1,1,1,1,1,1,1,1,54.0
peperoni pronto,1.365401820970404,103.86578191946629,4.2,7.0,3,0,557255,Serangoon,Kensington Park Road,21.7,1,1,1,1,1,1,1,70.0
starbucks,1.3390176296234129,103.70558023452756,4.4,4425.0,3,1,648886,Jurong West,Jurong West Central 2,8.1,1,1,1,1,1,1,1,53.0
teng sheng western food,1.3256166713177295,103.7254656,4.2,35.0,1,0,618642,Jurong West,Yuan Ching Road,17.7,0,1,1,1,1,1,0,30.0
eatzi gourmet steakhouse & bistro,1.3185871,103.89280653636364,3.9,41.0,3,1,409051,Geylang,Paya Lebar Road,6.2,1,1,1,1,1,1,1,51.0
tenderbest,1.3342719376087189,103.72214,4.5,3610.0,1,1,618495,Jurong West,Corporation Drive,4.9,1,1,1,1,1,1,1,31.0
the coffee bean & tea leaf,1.318754406057182,103.89382898807524,4.5,1730.0,1,1,408600,Geylang,Eunos Road 8,6.5,1,1,1,1,1,1,1,54.0
the chef's place,1.3400380809640906,103.72065063113374,4.4,144.0,2,1,610353,Jurong West,Kang Ching Road,4.6,1,1,1,1,1,1,1,39.0
chicken box,1.3345743,103.72139350520791,3.9,94.0,1,0,618499,Jurong West,Yung Sheng Road,4.0,1,1,1,1,1,1,1,35.0
the soup spoon,1.299667466384463,103.8556975300778,3.0,9.0,3,0,188021,Bugis,Bugis Street,9.0,1,1,1,1,1,1,1,70.0
pepper lunch,1.333409525,103.74321705,4.5,526.0,1,1,608549,Jurong East,Jurong Gateway Road,16.6,1,1,1,1,1,1,1,56.0
layang delight eating house,1.347033,103.7099909,4.0,139.0,1,1,640176,Jurong West,Boon Lay Avenue,4.6,1,1,1,1,1,1,1,42.0
golden rooster,1.3468176,103.71216748888888,4.4,323.0,3,1,640221,Jurong West,Boon Lay Place,4.8,1,1,1,1,1,1,1,33.0
eighteen chefs,1.333556695428786,103.74019919706863,4.4,438.0,1,1,608548,Jurong East,Jurong East Central 1,10.2,1,1,1,1,1,1,1,52.0
the white kitchen,1.3334632750000002,103.7404897375,4.5,132.0,1,1,608548,Jurong East,Jurong East Central 1,7.0,1,1,1,1,1,1,1,43.0
tai-croissant,1.4359292625,103.78614156858768,4.3,173.0,1,1,738099,Woodlands,Woodlands Square,21.7,1,1,1,1,1,1,1,70.0
jollibee,1.3333665473597025,103.74201101728488,4.2,7307.0,1,1,609690,Jurong East,Jurong East Street 12,10.6,1,1,1,1,1,1,1,54.0
yc dining and bar,1.32989919170322,103.744641365132,1.0,2.0,1,1,608526,Jurong East,Venture Avenue,8.4,1,1,1,1,1,1,1,44.0
5 grill kitchen,1.3492415750000002,103.71938925,4.3,1000.0,1,1,640501,Jurong West,Jurong West Street 51,5.4,1,1,1,1,1,1,1,40.0
pastamania,1.3462864,103.72933980421216,4.5,314.0,1,1,640485,Jurong West,Jurong Park Connector,6.9,1,1,1,1,1,1,1,39.0
ministry of ribs,1.32104,103.7483,4.0,2.0,1,0,600416,Jurong East,Pandan Gardens,4.6,1,0,1,1,1,1,1,40.0
padi gemok,1.3388225407817234,103.7394473,4.5,97.0,1,1,600214,Jurong East,Jurong East Street 21,8.6,1,1,1,1,1,1,1,51.0
gelare,1.3351479,103.7061333,3.6,13.0,1,0,649848,Jurong West,Boon Lay Way,3.3,1,0,0,0,0,0,0,40.0
butternut,1.3344967,103.7213801,4.6,313.0,1,0,618499,Jurong West,Yung Sheng Road,21.7,1,0,1,1,1,1,1,40.0
subway,1.32721075,103.67876654411764,4.4,733.0,3,1,629117,Pioneer,Joo Koon Bus Interchange,5.3,1,1,1,1,1,1,1,42.0
toby's kopi toast bakery,1.328114,103.7524417,3.8,6.0,1,0,609971,Clementi,Business Park Drive,6.5,0,1,1,1,1,1,1,36.0
marche movenpick,1.333338391304348,103.7431542,4.1,145.0,1,1,608549,Jurong East,Jurong Gateway Road,16.6,1,1,1,1,1,1,1,52.0
k.o.p - king of pasta,1.333155094516135,103.7433931,2.9,10.0,3,1,608549,Jurong East,Jurong Gateway Road,16.5,1,0,0,0,0,0,1,35.0
casuarina bistro,1.3770083,103.8279885,4.0,8.0,1,1,579524,Ang Mo Kio,Casuarina Road,21.7,1,0,1,1,1,1,1,62.0
simply wrapps,1.3331569666666665,103.74346684,4.2,962.0,1,1,608550,Jurong East,Jurong Gateway Road,16.5,1,1,1,1,1,1,1,54.0
eden's surf n turf,1.3454686,103.73048745,4.5,418.0,1,1,600346,Jurong East,Jurong East Street 31,5.9,1,0,1,1,1,1,1,38.0
the coffee bean & tea leaf,1.33348275,103.7403086,4.5,886.0,1,1,608548,Jurong East,Jurong East Central 1,7.4,1,1,1,1,1,1,1,45.0
4fingers,1.3403745066507329,103.70642916505376,4.3,4503.0,1,1,648886,Jurong West,Jurong West Central 2,9.6,1,1,1,1,1,1,1,58.0
the manhattan fish market,1.43613055,103.78629612922668,4.2,1699.0,1,1,738099,Woodlands,Woodlands Square,21.7,1,1,1,1,1,1,1,70.0
slurp slurp,1.3344375833333333,103.7442795,4.1,40.0,1,0,609606,Jurong East,Jurong East Street 21,6.4,0,1,1,1,1,1,1,44.0
tcc - the connoisseur concerto,1.3250686000762124,103.74655,4.1,47.0,1,1,609928,Jurong East,International Business Park,20.7,0,1,1,1,1,1,0,43.0
poulet,1.3340266,103.7424896,4.2,52.0,1,1,608532,Jurong East,Gateway Drive,17.4,1,1,1,1,1,1,1,50.0
the upper room,1.3359015660029887,103.74462662531364,5.0,1.0,1,0,609607,Jurong East,Jurong East Street 21,21.7,0,1,1,1,1,1,0,31.0
han's,1.33348295,103.743246,4.4,492.0,1,1,608549,Jurong East,Jurong Gateway Road,16.7,1,1,1,1,1,1,1,52.0
popeyes,1.3352494020441696,103.74675509057688,4.3,3629.0,1,1,609601,Jurong East,Jurong East Street 21,7.0,1,1,1,1,1,1,1,50.0
fish & co.,1.33925515,103.7063838,4.4,508.0,1,1,648886,Jurong West,Jurong West Central 2,8.6,1,1,1,1,1,1,1,57.0
fusion spoon,1.3407755998816009,103.7251904,4.2,55.0,1,1,618665,Jurong East,Park Connector Network,5.9,1,1,1,1,1,1,1,44.0
kfc,1.3333298550384995,103.74050139373644,4.2,445.0,3,1,608548,Jurong East,Jurong East Central 1,4.8,1,1,1,1,1,1,1,42.0
jalan bahar kao western,1.3489987621284731,103.7029782,4.3,1081.0,1,1,649487,Jurong West,Jurong West Avenue 5,7.7,1,1,1,1,1,1,1,48.0
big fish small fish,1.3333261676148276,103.7404088,4.5,283.0,1,1,608548,Jurong East,Jurong East Central 1,3.3,1,1,1,1,1,1,1,50.0
w39 bistro & bakery,1.30843472,103.762446,4.6,353.0,3,1,128607,Clementi,Jalan Mas Puteh,6.8,1,1,1,1,1,1,1,45.0
pizzakaya,1.33259542989028,103.743566854513,4.3,3.0,1,1,608550,Jurong East,Jurong Gateway Road,17.3,1,1,1,1,1,1,1,44.0
hoho korean restaurant,1.3218401599200749,103.77006735913383,4.4,237.0,1,0,120106,Clementi,Clementi Street 12,7.6,1,1,0,1,1,1,1,47.0
ren ren ai,1.321885840712729,103.7640121835754,5.0,1.0,1,0,121209,Clementi,Clementi Avenue 6,20.7,1,0,0,0,0,0,0,37.0
xw western grill,1.3332386390200488,103.743477,4.2,36.0,1,1,608550,Jurong East,Jurong Gateway Road,18.1,1,1,1,1,1,1,1,55.0
swensen's,1.3349294145105972,103.74616538505,4.5,647.0,1,1,609601,Jurong East,Jurong East Street 21,7.5,1,1,1,1,1,1,1,53.0
ah boon drinks stall & eating house,1.3278787,103.753405,3.3,4.0,1,1,609964,Clementi,Boon Lay Way,6.6,1,1,1,1,1,1,1,37.0
common grill,1.33383062,103.7427434,4.1,291.0,1,1,608532,Jurong East,Gateway Drive,3.3,1,1,1,1,1,1,1,30.0
brotzeit,1.3337139319628477,103.7426478,4.5,97.0,1,1,608532,Jurong East,J-Walk,16.6,1,1,1,1,1,1,1,52.0
the french ladle,1.320699,103.7789044,4.5,2.0,1,0,596471,Bukit Timah,Ulu Pandan Road,4.2,1,0,0,1,1,1,1,36.0
birdfolks,1.3166467,103.7574784,4.2,5.0,1,0,128020,Clementi,West Coast Way,6.4,1,1,1,1,1,1,1,43.0
al-azhar,1.3429297965844076,103.77517107215212,4.2,1930.0,1,1,599744,Hillview,Cheong Chin Nam Road,7.0,1,1,1,1,1,1,1,70.0
collin's restaurant,1.3338447850545805,103.74285591964662,4.2,4681.0,1,1,608532,Jurong East,Gateway Drive,16.6,1,1,1,1,1,1,1,53.0
regale restaurant,1.4633149,103.8136416011916,4.5,18.0,1,0,757437,Sembawang,Admiralty Street,21.7,1,1,1,1,1,1,1,70.0
jack's place,1.33352865,103.7433377,4.1,101.0,1,1,608549,Jurong East,Jurong Gateway Road,16.4,1,1,1,1,1,1,1,51.0
4fingers,1.3335783168201658,103.7436035333614,4.3,2311.0,1,1,608549,Jurong East,Jem Parking (In),20.5,1,1,1,1,1,1,1,50.0
subway,1.3103461,103.794870425,4.3,862.0,1,1,277731,Bukit Timah,Lorong Liput,4.1,1,1,1,1,1,1,1,30.0
nipong naepong,1.3333497990691825,103.74375523829748,4.5,148.0,1,1,608550,Jurong East,Jurong Gateway Road,16.5,1,1,1,1,1,1,1,57.0
meat n' chill,1.33151915,103.795119,4.6,86.0,1,0,276473,Bukit Timah,Bukit Timah Road,5.6,1,0,1,1,1,1,1,44.0
omakase burger,1.3327153,103.79123590088152,4.4,28.0,1,1,276308,Bukit Timah,Elm Avenue,6.2,1,1,1,1,1,1,1,40.0
kfc,1.3396814,103.70656394958496,4.2,3950.0,3,1,648886,Jurong West,Jurong West Central 2,3.9,1,1,1,1,1,1,1,43.0
premier grills,1.3040774,103.7624383,4.3,71.0,1,1,120731,Clementi,Clementi West Street 2,4.4,1,1,0,1,1,1,1,37.0
the rebel company cafe & bar,1.3116751233845545,103.79450866271492,4.0,3.0,1,1,277691,Bukit Timah,Lorong Mambong,13.5,1,1,1,1,1,1,1,26.0
the chef's place,1.3031887,103.76434805,4.0,8.0,2,0,120721,Clementi,Clementi West Street 2,4.5,1,1,1,1,1,1,1,35.0
fatty bom bom,1.3478818161840076,103.71715976695651,4.3,1301.0,1,1,640526,Jurong West,Jurong West Street 52,4.9,1,1,1,1,1,1,1,41.0
poke theory,1.3071411859100115,103.7575331811589,4.5,85.0,1,0,128477,Clementi,Pandan Crescent,5.0,1,1,1,1,1,1,1,70.0
saizeriya,1.3331278268620774,103.74031313333332,4.4,1127.0,1,1,608548,Jurong East,Jurong East Central 1,9.5,1,1,1,1,1,1,1,53.0
jj kitchen,1.32738094,103.75346426,5.0,12.0,1,0,609964,Clementi,Boon Lay Way,20.3,0,1,1,1,1,1,0,41.0
the coffee bean & tea leaf,1.3350335494202312,103.74591887860282,4.6,287.0,1,1,609601,Jurong East,Jurong East Street 21,6.2,1,1,1,1,1,1,1,50.0
sarpino's,1.3232768,103.8173369,4.5,5.0,1,1,299551,Novena,Dunearn Road,4.5,1,1,1,1,1,1,1,46.0
pizza arc,1.3161763958401451,103.75763006236927,4.2,167.0,1,0,128020,Clementi,West Coast Way,7.4,1,1,1,0,1,1,1,43.0
winestone restaurant,1.3137951333333333,103.82829830981792,3.2,5.0,1,1,257878,Tanglin,Stevens Road,6.2,1,1,1,1,1,1,1,46.0
baker and cook,1.3364747,103.7681021,4.5,429.0,1,1,598993,no suburb,Eng Kong Terrace,6.7,1,1,1,1,1,1,1,37.0
starbucks,1.3151738999999998,103.7646803,4.5,1086.0,3,1,129588,Clementi,Commonwealth Avenue West,4.7,1,1,1,1,1,1,1,41.0
jewel coffee,1.3074021333333332,103.828867,4.2,74.0,1,1,247905,Orchard,Orchard Road,6.2,1,1,1,1,1,1,1,40.0
saizeriya,1.310802,103.7952399,4.6,649.0,1,1,277672,Bukit Timah,Lorong Liput,6.4,1,1,1,1,1,1,1,31.0
baden restaurant & pub,1.3117714666666669,103.79437734243952,2.8,17.0,1,0,277691,Bukit Timah,Lorong Mambong,3.9,1,1,1,1,1,1,1,27.0
byrd box crispy crunchy bites fried chicken / wings / chicken burgers /tenders / fries,1.307811,103.8297894,4.3,52.0,1,1,229594,Orchard,Claymore Road,4.5,1,1,1,1,1,1,1,49.0
fusion express,1.3127608,103.7651849,4.1,1180.0,1,1,120449,Clementi,Clementi Avenue 3,3.8,1,1,1,1,1,1,1,30.0
amano ristorante,1.324324125,103.7966038,3.7,37.0,1,0,267226,Bukit Timah,Namly Place,4.7,1,1,1,1,1,1,1,40.0
pasta fresca da salvatore,1.330611873228239,103.79582402605934,4.2,95.0,1,1,268802,Bukit Timah,Fifth Avenue,8.0,1,1,1,1,1,1,1,44.0
subway,1.3192867,103.82763951502776,4.0,58.0,1,1,259727,Tanglin,Bukit Timah Road,4.3,1,1,1,1,1,1,1,29.0
bowen,1.3208916,103.74805636,3.6,27.0,1,0,600415,Jurong East,Pandan Gardens,7.7,1,0,1,1,1,1,1,45.0
sarpino's,1.3178091,103.7858845,3.8,51.0,1,1,278628,Bukit Timah,Holland Road,4.5,1,1,1,1,1,1,1,39.0
da paolo pasta bar,1.307781656636543,103.82977617271524,3.3,41.0,1,1,229540,Newton,Claymore Road,4.4,1,1,1,1,1,1,1,37.0
the fine line,1.3115501,103.7946917,4.4,16.0,1,0,277691,Bukit Timah,Lorong Mambong,13.6,1,1,1,1,1,1,1,27.0
the coffee bean & tea leaf,1.3329782197132751,103.7745679984017,3.9,30.0,1,0,599489,Bukit Timah,Pan-Island Expressway,18.9,0,0,0,0,0,0,1,28.0
ciao bella,1.3064727188853351,103.79104681285034,3.8,52.0,3,0,138588,Queenstown,North Buona Vista Road,4.09,1,1,1,1,1,1,1,38.0
kfc,1.3072212600475268,103.83323576681109,4.2,1111.0,3,1,228213,Orchard,Orchard Promenade,6.3,1,1,1,1,1,1,1,34.0
the coffee bean & tea leaf,1.3112034,103.7951107290464,4.4,809.0,1,1,277700,Bukit Timah,Lorong Mambong,3.9,1,1,1,1,1,1,1,28.0
hot chick buns,1.2924842447642764,103.79470643207796,3.7,142.0,1,0,138562,Queenstown,Media Circle,13.8,1,0,0,0,0,0,0,28.0
han bing,1.3225408500000002,103.8136893,4.1,62.0,1,1,258748,Tanglin,Farrer Road,4.2,1,1,1,1,1,1,1,38.0
pasta glory,1.3351361,103.7060736,3.0,2.0,1,0,649848,Jurong West,Boon Lay Way,18.9,1,0,0,0,0,0,0,43.0
the tea party cafe,1.331588522500147,103.7949088,4.6,40.0,1,1,279886,Bukit Timah,Bukit Timah Road,5.6,1,1,1,1,1,1,1,34.0
the cavern horsecity,1.3338627128756226,103.7958794,4.0,22.0,1,0,287992,Bukit Timah,Turf Club Road,5.9,1,1,1,1,1,1,1,49.0
the dining room,1.31166605,103.8366896,5.0,7.0,1,0,228230,Newton,Scotts Road,4.4,1,1,1,1,1,1,1,36.0
metropolitan ymca,1.3163163,103.82645856598748,4.5,96.0,1,1,259850,Tanglin,Stevens Road,5.7,1,1,1,1,1,1,1,45.0
crossroads,1.3054774297744662,103.8324203,4.2,6.0,1,0,348548,Orchard,Orchard Promenade,4.5,1,1,1,1,1,1,1,34.0
mosanco enchanted cafe the ocean,1.3392151119476483,103.7345418,4.5,26.0,1,0,600114,Jurong East,Jurong East Street 13,17.6,1,1,1,1,1,1,1,42.0
pasta table,1.307338,103.829293,5.0,9.0,1,1,229594,Orchard,Claymore Drive,6.2,1,1,1,1,1,1,1,46.0
jollibee,1.3045927703700222,103.83403114413366,4.3,4199.0,1,1,238863,Orchard,Orchard Road,7.0,1,1,1,1,1,1,1,44.0
the common movement - healthy salad / wraps / grain bowls,1.3072976599221562,103.82937521766884,3.7,37.0,1,1,229594,Orchard,Claymore Drive,4.5,1,1,1,1,1,1,1,53.0
potatolab,1.3077972,103.82979180291306,4.5,47.0,1,1,229594,Orchard,Claymore Road,4.5,1,1,1,1,1,1,1,44.0
starbucks,1.3237158424863518,103.8103851,4.5,579.0,3,1,269707,Bukit Timah,Bukit Timah Road,4.4,1,1,1,1,1,1,1,38.0
pizza hut,1.3230764,103.81122725346069,4.2,433.0,1,1,269694,Bukit Timah,Bukit Timah Road,6.5,1,1,1,1,1,1,1,38.0
domino's,1.323214,103.811274,4.5,603.0,3,0,269694,Bukit Timah,Bukit Timah Road,4.5,1,1,1,1,1,1,1,55.0
"bread, beer & brez'n",1.2987706984576108,103.815517,4.6,28.0,1,1,248922,Tanglin,Tanglin Road,6.4,1,1,1,1,1,1,1,39.0
mix & match malls (food),1.3340920469245248,103.74305265993092,4.6,109.0,1,1,608532,Jurong East,Gateway Drive,17.6,0,0,0,0,0,0,0,59.0
my little spanish place,1.3245562228818837,103.8094018,4.4,12.0,1,0,269733,Bukit Timah,Bukit Timah Road,21.1,1,0,1,1,1,1,1,37.0
thai'd me up restaurant & bar,1.3164347188405796,103.8356497574105,4.1,164.0,1,1,259708,Novena,Dunearn Road,4.2,1,1,1,1,1,1,1,34.0
collin's restaurant,1.3014222,103.8366314,4.4,709.0,1,1,348548,Orchard,Orchard Promenade,4.5,1,1,1,1,1,1,1,37.0
black angus steakhouse,1.3068000020408164,103.82819,3.3,9.0,1,1,238884,Orchard,Orchard Promenade,6.2,1,1,1,1,1,1,1,45.0
rbl burgers,1.307562369,103.8293522,3.0,2.0,1,1,229594,Orchard,Claymore Drive,4.5,1,1,1,1,1,1,1,44.0
chick n' grains,1.3073649691753064,103.82932966417584,3.7,3.0,1,1,229594,Orchard,Claymore Drive,4.5,1,1,1,1,1,1,1,42.0
wing zone,1.307807921164291,103.82978657142856,4.2,151.0,1,1,229594,Orchard,Claymore Road,4.5,1,1,1,1,1,1,1,44.0
wafuken,1.307374406931736,103.82931539678704,4.5,39.0,1,1,229594,Orchard,Claymore Drive,6.6,1,1,1,1,1,1,1,44.0
devil's kitchen,1.3259925578858227,103.72483988,4.5,118.0,1,1,618274,Jurong West,Yuan Ching Road,4.4,1,1,1,1,1,1,1,39.0
panini italiani by da paolo,1.3076318416806885,103.82952190822716,3.7,43.0,1,1,229594,Orchard,Claymore Drive,6.1,1,1,1,1,1,1,1,44.0
bella & tao cafe,1.3237899123006125,103.8102171857143,3.9,32.0,1,0,269707,Bukit Timah,Bukit Timah Road,12.2,0,1,1,1,1,1,1,37.0
saizeriya,1.3170575,103.8439335,4.4,0.0,1,1,307608,Novena,Thomson Road,6.6,1,1,1,1,1,1,1,45.0
kfc,1.3235883333333334,103.81039237612148,3.8,565.0,3,1,269707,Bukit Timah,Bukit Timah Road,12.2,1,1,1,1,1,1,1,29.0
udders,1.3178973,103.8438432,4.7,0.0,1,1,307608,Novena,Goldhill Plaza,4.5,1,1,1,1,1,1,1,43.0
comme me das,1.32989919170322,103.744641365132,5.0,1.0,1,0,608526,Jurong East,Venture Avenue,6.4,1,1,1,1,1,1,1,42.0
the ritual,1.3196386344615547,103.8273150658144,5.0,0.0,1,0,259727,Tanglin,Bukit Timah Road,6.6,1,1,1,1,1,1,1,30.0
de'pillars bistro,1.3167192444444444,103.83543007299453,3.0,21.0,1,0,259708,Novena,Dunearn Road,4.2,1,1,1,1,1,1,1,25.0
the drunken poet,1.3066382,103.82907071428572,3.7,31.0,1,0,238883,Orchard,Orchard Promenade,4.9,1,0,1,1,1,1,1,36.0
al borgo,1.3196,103.8275472,4.4,159.0,1,0,259727,Tanglin,Bukit Timah Road,4.2,1,1,0,1,1,1,1,32.0
chippy british take away,1.3074447325896017,103.8335052,3.5,20.0,1,0,228213,Orchard,Orchard Promenade,5.0,1,1,1,1,1,1,1,42.0
stuttgart blackforest boutique s-café,1.3111511,103.8356514,3.3,3.0,1,0,228229,Newton,Scotts Road,4.4,1,1,1,1,1,1,1,27.0
maison kayser,1.3058659,103.8328104,3.8,43.0,1,1,348548,Orchard,Orchard Promenade,4.8,1,1,1,1,1,1,1,40.0
poolside cafe,1.3311136,103.748525,4.5,15.0,1,0,609961,Jurong East,Boon Lay Way,6.4,1,1,1,1,1,1,1,41.0
shake shake in a tub,1.3353877196021529,103.74693371544942,3.9,29.0,1,1,609601,Jurong East,Jurong East Street 21,7.0,1,1,1,1,1,1,1,50.0
shake shack,1.3053582253242553,103.830908171455,4.4,2196.0,1,1,238882,Orchard,Orchard Promenade,6.8,1,1,1,1,1,1,1,29.0
velocity @ novena square (mix & match),1.3199273,103.8438499,4.5,155.0,1,1,307683,Novena,Thomson Road,7.0,1,1,1,1,1,1,1,41.0
tapa king,1.3047958,103.8337227,4.5,118.0,1,1,238863,Orchard,Orchard Road,4.6,1,1,1,1,1,1,1,42.0
food republic,1.3060591,103.8319821,4.0,118.0,3,1,228208,Orchard,Scotts Road,4.5,1,1,1,1,1,1,1,39.0
poppy pops,1.3331359,103.7433477,5.0,2.0,1,1,608549,Jurong East,Jurong Gateway Road,16.7,1,1,1,1,1,1,1,44.0
vivavox cafe,1.3275861,103.7494643,4.9,18.0,1,0,609961,Jurong East,Ulu Pandan Park Connector,3.3,0,1,1,1,1,1,0,47.0
fish & chicks,1.3332171428982162,103.7434488,4.2,1105.0,1,1,608549,Jurong East,Jurong Gateway Road,3.3,1,1,1,1,1,1,1,54.0
happy western food,1.311944,103.8395191424176,3.4,9.0,1,0,229495,Newton,Clemenceau Avenue North,4.5,1,0,1,1,1,1,1,39.0
fish & co.,1.3337851,103.742561675,4.5,208.0,1,1,608532,Jurong East,Gateway Drive,18.9,1,1,1,1,1,1,1,54.0
burger king,1.3335139,103.74317169189452,4.2,1419.0,3,1,608549,Jurong East,Jurong Gateway Road,20.4,1,1,1,1,1,1,1,51.0
